id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,file_path,group_radius,image_url,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,posrot1,posrot10,posrot11,posrot2,posrot3,posrot4,posrot5,posrot6,posrot7,posrot8,posrot9,posrotpepper,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2633639498,3.8,1.222,0.0,0.0,3.93,1.123,0.0,0.0,3.8,1.275,0.0,0.0,3.67,1.35,0.0,0.0,3.73,1.34,0.0,0.0,0.0,0.0,3.87,1.147,0.0,0.0,4.07,1.123,3.87,1.147,0.0,0.0,0,0,1,42.25992,347.9546,125.7229,11.25992,1.585868,3.4331959999999997,50.0,50.0,1.033735,50.0,data/screenshots/92_0_1_4_0_50_50_1_0_0_1.033735_1.585868_3.433196_11.25992_347.9546_125.7229_42.25992_1_1_0_1_0_0_0_50_0_1_5.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/92_0_1_4_0_50_50_1_0_0_1.033735_1.585868_3.433196_11.25992_347.9546_125.7229_42.25992_1_1_0_1_0_0_0_50_0_1_5.png,0,5,0,0,4,0,1,"(-2.6, -0.9, -3.8) (0.0, 0.5, 0.0, 0.9)",_,_,"(-6.0, -0.9, -4.3) (0.0, 0.9, 0.0, 0.4)","(-3.2, -0.9, -3.3) (0.0, 0.3, 0.0, -1.0)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-3.0, -0.9, -2.2) (0.0, 1.0, 0.0, 0.0)",1,0,1,0,1,0.0,92,1,0
2633639501,3.5,1.072,0.0,0.0,3.7,0.9540000000000001,0.0,0.0,3.75,0.9940000000000001,0.0,0.0,3.6,1.068,0.0,0.0,3.75,0.9940000000000001,0.0,0.0,0.0,0.0,3.55,1.071,0.0,0.0,3.6,1.114,3.65,1.1079999999999999,0.0,0.0,1,1,0,229.4741,327.7408,64.50964,262.1575,2.977457,3.150339,3.968053,50.0,0.4569126,50.0,data/screenshots/95_0_1_6_0_50_50_1_0_0_0.4569126_2.977457_3.150339_262.1575_327.7408_64.50964_229.4741_0_1_0_0_1_1_0_50_1_0_8.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/95_0_1_6_0_50_50_1_0_0_0.4569126_2.977457_3.150339_262.1575_327.7408_64.50964_229.4741_0_1_0_0_1_1_0_50_1_0_8.png,1,8,1,0,6,0,0,"(-3.1, -0.9, -3.8) (0.0, 0.9, 0.0, 0.4)",_,"(-7.0, -0.9, -2.3) (0.0, 0.6, 0.0, 0.8)","(-8.4, -0.9, -2.4) (0.0, 0.2, 0.0, 1.0)","(-5.9, -0.9, -4.5) (0.0, 0.3, 0.0, 0.9)","(-8.2, -0.9, -0.7) (0.0, 0.2, 0.0, -1.0)","(-7.3, -0.9, -1.2) (0.0, 0.6, 0.0, 0.8)","(-4.0, -0.9, -0.3) (0.0, 1.0, 0.0, 0.3)",_,_,_,"(-3.1, -0.9, -3.3) (0.0, -0.6, 0.0, 0.8)",1,0,0,0,1,0.0,95,1,0
2633639502,0.0,0.0,3.5,1.275,0.0,0.0,3.81,1.13,0.0,0.0,3.25,1.601,0.0,0.0,3.75,1.146,0.0,0.0,3.75,1.09,3.94,1.0290000000000001,0.0,0.0,3.5,1.3230000000000002,0.0,0.0,0.0,0.0,3.5,1.3230000000000002,0,0,0,277.0039,32.82123,171.924,217.1777,1.303511,1.600566,50.0,1.600566,0.9832177,50.0,data/screenshots/96_1_0_7_0_50_50_1_0_2.698955_0.9832177_1.303511_1.600566_217.1777_32.82123_171.924_277.0039_0_1_0_0_0_0_2_1.600566_0_2_8.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/96_1_0_7_0_50_50_1_0_2.698955_0.9832177_1.303511_1.600566_217.1777_32.82123_171.924_277.0039_0_1_0_0_0_0_2_1.600566_0_2_8.png,1,8,0,2,7,0,2,"(-6.0, -0.9, -4.3) (0.0, 0.8, 0.0, 0.6)","(-5.0, -0.9, -4.8) (0.0, 0.9, 0.0, -0.4)",_,"(-2.8, -0.9, -3.2) (0.0, 1.0, 0.0, 0.2)","(-2.7, -0.9, -3.7) (0.0, 1.0, 0.0, 0.2)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)","(-4.0, -0.9, -3.3) (0.0, 0.2, 0.0, 1.0)","(-5.6, -0.9, -3.3) (0.0, -0.1, 0.0, 1.0)",1,0,0,0,1,2.6989549999999998,96,0,1
2633639504,0.0,0.0,3.53,1.258,0.0,0.0,3.6,1.143,0.0,0.0,3.6,1.2,0.0,0.0,3.47,1.4080000000000001,0.0,0.0,3.67,1.135,3.73,1.236,0.0,0.0,3.4,1.405,0.0,0.0,0.0,0.0,3.53,1.4080000000000001,0,0,0,168.1731,205.0756,155.6318,175.0168,1.227395,1.363073,50.0,1.488916,0.7863751,1.352554,data/screenshots/98_1_0_8_5_0.5732354_1.352554_0_0_0.6649731_0.7863751_1.227395_1.363073_175.0168_205.0756_155.6318_168.1731_0_0_0_0_0_0_2_1.488916_0_0_9.png,0.5732354000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/98_1_0_8_5_0.5732354_1.352554_0_0_0.6649731_0.7863751_1.227395_1.363073_175.0168_205.0756_155.6318_168.1731_0_0_0_0_0_0_2_1.488916_0_0_9.png,0,9,0,2,8,5,0,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-4.9, -0.9, -3.3) (0.0, 0.9, 0.0, 0.5)",_,"(-3.5, -0.9, -2.3) (0.0, -0.8, 0.0, 0.6)","(-3.7, -0.9, -3.0) (0.0, -0.3, 0.0, 1.0)","(-4.3, -0.9, -3.0) (0.0, 0.3, 0.0, 1.0)","(-4.5, -0.9, -2.3) (0.0, 0.8, 0.0, 0.6)","(-7.9, -0.9, -1.4) (0.0, 0.9, 0.0, 0.5)",_,_,"(-4.1, -0.9, -2.4) (0.0, 0.9, 0.0, -0.5)","(-3.1, -0.9, -3.5) (0.0, -0.9, 0.0, -0.4)",0,0,0,0,0,0.6649731,98,0,1
2633639505,0.0,0.0,3.33,1.66,0.0,0.0,4.07,1.2890000000000001,0.0,0.0,4.0,1.3659999999999999,0.0,0.0,3.8,1.376,0.0,0.0,4.0,1.2109999999999999,3.67,1.4909999999999999,0.0,0.0,3.4,1.5830000000000002,0.0,0.0,0.0,0.0,3.33,1.619,1,1,1,0.0,256.0,112.0,39.999990000000004,0.8220780999999999,0.8220781999999999,50.0,50.0,0.8220780999999999,0.0,data/screenshots/99_1_0_0_5_0.8220781_0_1_1_2.524513_0.8220781_0.8220781_0.8220782_39.99999_256_112_0_1_0_0_1_1_1_0_50_0_0_6.png,0.8220780999999999,https://acsdissertation.s3-eu-west-1.amazonaws.com/99_1_0_0_5_0.8220781_0_1_1_2.524513_0.8220781_0.8220781_0.8220782_39.99999_256_112_0_1_0_0_1_1_1_0_50_0_0_6.png,0,6,0,0,0,5,0,"(-3.0, -0.9, -2.2) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.2, -0.9, -2.7) (0.0, -0.8, 0.0, 0.6)","(-2.5, -0.9, -3.7) (0.0, -0.3, 0.0, 1.0)","(-3.5, -0.9, -3.7) (0.0, 0.3, 0.0, 1.0)","(-3.8, -0.9, -2.7) (0.0, 0.8, 0.0, 0.6)",_,_,_,_,"(-3.0, -0.9, -3.0) (0.0, 0.3, 0.0, 1.0)",0,0,1,1,1,2.5245130000000002,99,0,1
2642891388,0.0,0.0,3.67,1.445,0.0,0.0,3.33,1.578,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.53,1.5859999999999999,0.0,0.0,3.2,1.558,3.4,1.5830000000000002,0.0,0.0,3.67,1.445,0.0,0.0,0.0,0.0,3.47,1.454,0,0,0,1000.0,1000.0,1000.0,346.4927,50.0,50.0,50.0,50.0,3.560507,50.0,data/screenshots/100_1_0_1_0_50_50_0_0_1.849749_3.560507_50_50_346.4927_1000_1000_1000_1_0_0_0_0_0_0_50_0_1_2.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/100_1_0_1_0_50_50_0_0_1.849749_3.560507_50_50_346.4927_1000_1000_1000_1_0_0_0_0_0_0_50_0_1_2.png,0,2,0,0,1,0,1,_,_,_,_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-4.9, -0.9, -3.7) (0.0, 0.0, 0.0, 1.0)",0,0,1,0,0,1.849749,100,0,1
2642891389,3.13,1.31,0.0,0.0,3.27,1.482,0.0,0.0,3.07,1.482,0.0,0.0,3.27,1.526,0.0,0.0,3.07,1.482,0.0,0.0,0.0,0.0,3.07,1.34,0.0,0.0,2.67,1.445,2.93,1.482,0.0,0.0,0,1,0,125.994,198.2988,167.747,164.3139,1.3857270000000002,2.0500540000000003,50.0,50.0,1.2717889999999998,1.659504,data/screenshots/101_0_1_6_4_0.5545515_1.659504_0_0_0_1.271789_1.385727_2.050054_164.3139_198.2988_167.747_125.994_0_0_0_0_0_1_0_50_0_0_7.png,0.5545515000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/101_0_1_6_4_0.5545515_1.659504_0_0_0_1.271789_1.385727_2.050054_164.3139_198.2988_167.747_125.994_0_0_0_0_0_1_0_50_0_0_7.png,1,7,0,0,6,4,0,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)","(-5.2, -0.9, -4.8) (0.0, 0.4, 0.0, 0.9)","(-6.6, -0.9, -3.9) (0.0, 1.0, 0.0, 0.0)",_,_,_,"(-3.0, -0.9, -3.8) (0.0, -0.9, 0.0, -0.3)",0,0,0,0,0,0.0,101,1,0
2642891390,0.0,0.0,3.4,1.665,0.0,0.0,3.07,1.652,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.07,1.652,0.0,0.0,3.13,1.7069999999999999,3.33,1.578,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,0.0,0.0,3.47,1.5430000000000001,0,0,0,107.3449,231.9038,244.4013,289.9178,1.5609549999999999,2.908482,50.0,50.0,1.465075,50.0,data/screenshots/102_1_0_3_0_50_50_0_0_1.438986_1.465075_1.560955_2.908482_289.9178_231.9038_244.4013_107.3449_0_0_0_0_0_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/102_1_0_3_0_50_50_0_0_1.438986_1.465075_1.560955_2.908482_289.9178_231.9038_244.4013_107.3449_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-3.9, -0.9, -5.0) (0.0, 0.1, 0.0, 1.0)",_,_,"(-4.4, -0.9, -3.0) (0.0, 0.4, 0.0, -0.9)","(-3.2, -0.9, -3.8) (0.0, 1.0, 0.0, 0.3)",_,_,_,_,_,_,"(-3.2, -0.9, -2.2) (0.0, -0.4, 0.0, 0.9)",0,0,0,0,0,1.438986,102,0,1
2642891391,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.93,1.652,0.0,0.0,2.93,1.652,0.0,0.0,2.8,1.514,0.0,0.0,2.87,1.6280000000000001,2.53,1.5430000000000001,0.0,0.0,2.67,1.4909999999999999,0.0,0.0,0.0,0.0,2.53,1.5859999999999999,0,1,0,139.247,331.4366,74.79561,261.9161,0.8837691999999999,3.503537,50.0,50.0,0.5693552,50.0,data/screenshots/103_1_0_3_0_50_50_0_0_1.788912_0.5693552_0.8837692_3.503537_261.9161_331.4366_74.79561_139.247_0_1_0_0_0_1_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/103_1_0_3_0_50_50_0_0_1.788912_0.5693552_0.8837692_3.503537_261.9161_331.4366_74.79561_139.247_0_1_0_0_0_1_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-2.8, -0.9, -4.1) (0.0, 0.5, 0.0, -0.8)",_,_,"(-2.7, -0.9, -3.2) (0.0, 0.9, 0.0, 0.5)","(-6.6, -0.9, -4.1) (0.0, 0.4, 0.0, 0.9)",_,_,_,_,_,_,"(-3.2, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)",1,0,0,0,0,1.7889119999999998,103,0,1
2642891392,0.0,0.0,3.0,1.713,0.0,0.0,2.93,1.652,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.93,1.652,0.0,0.0,2.8,1.72,3.0,1.633,0.0,0.0,2.67,1.619,0.0,0.0,0.0,0.0,2.73,1.569,0,0,0,273.5995,34.20279,1000.0,336.473,5.542717,50.0,50.0,50.0,0.9166773000000001,50.0,data/screenshots/104_1_0_2_0_50_50_0_0_2.595422_0.9166773_5.542717_50_336.473_34.20279_1000_273.5995_1_1_0_0_0_0_0_50_0_0_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/104_1_0_2_0_50_50_0_0_2.595422_0.9166773_5.542717_50_336.473_34.20279_1000_273.5995_1_1_0_0_0_0_0_50_0_0_3.png,0,3,0,0,2,0,0,"(-8.4, -0.9, -2.3) (0.0, 1.0, 0.0, 0.1)",_,_,"(-4.0, -0.9, -4.7) (0.0, 0.9, 0.0, 0.4)",_,_,_,_,_,_,_,"(-3.2, -0.9, -4.2) (0.0, -0.8, 0.0, 0.6)",1,0,1,0,0,2.595422,104,0,1
2642891393,0.0,0.0,2.73,1.806,0.0,0.0,3.27,1.652,0.0,0.0,3.2,1.681,0.0,0.0,3.27,1.652,0.0,0.0,3.13,1.746,3.13,1.6280000000000001,0.0,0.0,2.6,1.665,0.0,0.0,0.0,0.0,2.67,1.619,1,0,1,30.647609999999997,198.7459,122.4414,230.0481,1.175424,2.483966,50.0,50.0,0.9891798,50.0,data/screenshots/105_1_0_6_0_50_50_0_0_1.92179_0.9891798_1.175424_2.483966_230.0481_198.7459_122.4414_30.64761_0_0_0_1_1_0_0_50_0_2_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/105_1_0_6_0_50_50_0_0_1.92179_0.9891798_1.175424_2.483966_230.0481_198.7459_122.4414_30.64761_0_0_0_1_1_0_0_50_0_2_7.png,0,7,0,0,6,0,2,"(-3.9, -0.9, -4.2) (0.0, 0.4, 0.0, -0.9)",_,_,"(-7.0, -0.9, -0.6) (0.0, 1.0, 0.0, -0.1)","(-4.1, -0.9, -4.8) (0.0, 0.8, 0.0, -0.6)","(-2.7, -0.9, -2.8) (0.0, 0.7, 0.0, -0.7)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,"(-5.0, -0.9, -4.6) (0.0, 0.9, 0.0, -0.4)",0,0,0,0,0,1.92179,105,0,1
2642891394,2.47,1.7069999999999999,0.0,0.0,2.53,1.5430000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,2.87,1.5430000000000001,2.13,1.5859999999999999,0.0,0.0,1,1,1,0.0,127.0,247.0,7.0,0.5669014,0.5669014,50.0,50.0,0.5669012,0.0,data/screenshots/106_0_1_4_3_0.5669012_0_1_1_0_0.5669012_0.5669014_0.5669014_7_127_247_0_1_0_0_1_1_1_0_50_0_0_5.png,0.5669012,https://acsdissertation.s3-eu-west-1.amazonaws.com/106_0_1_4_3_0.5669012_0_1_1_0_0.5669012_0.5669014_0.5669014_7_127_247_0_1_0_0_1_1_1_0_50_0_0_5.png,0,5,0,0,4,3,0,"(-5.5, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0)",_,_,"(-5.0, -0.9, -4.3) (0.0, -0.5, 0.0, 0.9)","(-6.0, -0.9, -4.3) (0.0, 0.5, 0.0, 0.9)","(-8.0, -0.9, -0.1) (0.0, 0.9, 0.0, -0.5)",_,_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.1, 0.0, -1.0)",0,0,1,1,1,0.0,106,1,0
2642891395,0.0,0.0,2.47,1.31,0.0,0.0,2.67,1.35,0.0,0.0,2.6,1.405,0.0,0.0,2.67,1.35,0.0,0.0,2.33,1.247,2.53,1.31,0.0,0.0,2.4,1.143,0.0,0.0,0.0,0.0,2.27,1.236,0,0,0,107.3913,200.5011,178.2011,160.4549,1.494979,2.189204,50.0,50.0,1.359604,1.623227,data/screenshots/107_1_0_1_3_0.5690632_1.623227_0_0_1.422362_1.359604_1.494979_2.189204_160.4549_200.5011_178.2011_107.3913_0_0_0_0_0_0_0_50_0_0_4.png,0.5690632,https://acsdissertation.s3-eu-west-1.amazonaws.com/107_1_0_1_3_0.5690632_1.623227_0_0_1.422362_1.359604_1.494979_2.189204_160.4549_200.5011_178.2011_107.3913_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,1,3,0,"(-3.0, -0.9, -2.4) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.5, -0.9, -3.3) (0.0, -0.5, 0.0, 0.9)","(-3.5, -0.9, -3.3) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,_,"(-4.3, -0.9, -2.0) (0.0, 0.4, 0.0, -0.9)",0,0,0,0,0,1.4223620000000001,107,0,1
2642891396,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,3.27,1.692,0.0,0.0,3.27,1.692,0.0,0.0,2.93,1.569,0.0,0.0,3.07,1.652,2.67,1.619,0.0,0.0,2.27,1.692,0.0,0.0,0.0,0.0,2.27,1.692,1,0,1,0.0,188.0,308.0,67.99999,0.7576411,0.7576413000000001,50.0,50.0,0.7576411,0.0,data/screenshots/108_1_0_0_3_0.7576412_0_1_1_0.9434672_0.7576411_0.7576411_0.7576413_67.99999_188_308_0_0_0_0_1_1_0_0_50_0_0_4.png,0.7576411999999999,https://acsdissertation.s3-eu-west-1.amazonaws.com/108_1_0_0_3_0.7576412_0_1_1_0.9434672_0.7576411_0.7576411_0.7576413_67.99999_188_308_0_0_0_0_1_1_0_0_50_0_0_4.png,0,4,0,0,0,3,0,"(-5.5, -0.9, -3.2) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.8, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.2, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.4, 0.0, 0.9)",0,0,0,1,1,0.9434671999999998,108,0,1
2642891397,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,3.47,1.454,0.0,0.0,3.33,1.578,3.0,1.633,0.0,0.0,2.67,1.619,0.0,0.0,0.0,0.0,2.6,1.665,0,0,0,243.8992,358.6063,137.4757,145.8992,1.275952,1.453886,2.741198,4.632679,0.5431391999999999,50.0,data/screenshots/109_1_0_8_0_50_50_1_0_0.678518_0.5431392_1.275952_1.453886_145.8992_358.6063_137.4757_243.8992_0_1_0_0_0_0_2_4.632679_1_0_10.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/109_1_0_8_0_50_50_1_0_0.678518_0.5431392_1.275952_1.453886_145.8992_358.6063_137.4757_243.8992_0_1_0_0_0_0_2_4.632679_1_0_10.png,0,10,1,2,8,0,0,"(-5.5, -0.9, -3.8) (0.0, 0.0, 0.0, -1.0)","(-8.2, -0.9, -1.2) (0.0, 0.5, 0.0, 0.9)","(-5.6, -0.9, -4.6) (0.0, 0.9, 0.0, -0.4)","(-4.4, -0.9, -2.7) (0.0, 0.0, 0.0, 1.0)","(-6.2, -0.9, -3.5) (0.0, 0.1, 0.0, 1.0)","(-4.2, -0.9, -4.2) (0.0, 1.0, 0.0, 0.0)","(-2.8, -0.9, -3.0) (0.0, 0.3, 0.0, -0.9)","(-2.6, -0.9, -2.1) (0.0, 0.1, 0.0, 1.0)",_,_,"(-7.6, -0.9, -2.5) (0.0, 0.9, 0.0, 0.3)","(-3.1, -0.9, -3.5) (0.0, -0.9, 0.0, 0.5)",1,0,0,0,1,0.6785180000000001,109,0,1
2642891398,2.67,1.619,0.0,0.0,3.2,1.47,0.0,0.0,3.4,1.405,0.0,0.0,3.27,1.34,0.0,0.0,2.93,1.526,0.0,0.0,0.0,0.0,2.67,1.445,0.0,0.0,3.27,1.526,2.87,1.5430000000000001,0.0,0.0,0,1,1,31.86325,46.622690000000006,129.9281,164.3875,1.832036,2.5956069999999998,50.0,50.0,1.090332,50.0,data/screenshots/110_0_1_5_0_50_50_1_0_0_1.090332_1.832036_2.595607_164.3875_46.62269_129.9281_31.86325_0_0_0_1_0_1_0_50_0_1_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/110_0_1_5_0_50_50_1_0_0_1.090332_1.832036_2.595607_164.3875_46.62269_129.9281_31.86325_0_0_0_1_0_1_0_50_0_1_6.png,1,6,0,0,5,0,1,"(-3.2, -0.9, -2.9) (0.0, 0.9, 0.0, 0.4)",_,_,"(-5.8, -0.9, -3.2) (0.0, 1.0, 0.0, 0.3)","(-7.3, -0.9, -2.1) (0.0, 0.3, 0.0, -1.0)","(-4.1, -0.9, -3.9) (0.0, 0.1, 0.0, -1.0)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-7.2, -0.9, -1.0) (0.0, 0.2, 0.0, 1.0)",0,0,0,0,1,0.0,110,1,0
2642891399,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,2.8,1.376,0.0,0.0,3.07,1.389,0.0,0.0,3.33,1.193,0.0,0.0,2.67,1.35,2.93,1.2890000000000001,0.0,0.0,2.33,1.247,0.0,0.0,0.0,0.0,2.33,1.3,0,0,0,226.6556,94.45385,121.8237,113.5573,2.1778150000000003,3.27372,50.0,50.0,2.008927,50.0,data/screenshots/111_1_0_6_0_50_50_1_0_2.419798_2.008927_2.177815_3.27372_113.5573_94.45385_121.8237_226.6556_0_0_0_0_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/111_1_0_6_0_50_50_1_0_2.419798_2.008927_2.177815_3.27372_113.5573_94.45385_121.8237_226.6556_0_0_0_0_0_0_0_50_0_0_7.png,1,7,0,0,6,0,0,"(-8.0, -0.9, 0.0) (0.0, 0.2, 0.0, 1.0)",_,_,"(-3.9, -0.9, -2.9) (0.0, 0.9, 0.0, 0.4)","(-5.9, -0.9, -3.6) (0.0, 0.9, 0.0, -0.3)","(-3.2, -0.9, -2.9) (0.0, 1.0, 0.0, 0.1)","(-4.3, -0.9, -4.1) (0.0, 1.0, 0.0, 0.0)","(-4.9, -0.9, -4.5) (0.0, 0.1, 0.0, 1.0)",_,_,_,"(-4.0, -0.9, -0.9) (-0.1, 0.5, 0.1, 0.8)",0,0,0,0,1,2.419798,111,0,1
2642891400,2.27,1.436,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,0.0,0.0,3.0,1.4609999999999999,0.0,0.0,2.27,1.389,3.0,1.4609999999999999,0.0,0.0,1,0,0,113.3797,266.5277,285.4769,297.4576,5.209882,5.873621,50.0,50.0,2.790582,50.0,data/screenshots/112_0_1_3_0_50_50_1_0_0_2.790582_5.209882_5.873621_297.4576_266.5277_285.4769_113.3797_0_0_0_0_1_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/112_0_1_3_0_50_50_1_0_0_2.790582_5.209882_5.873621_297.4576_266.5277_285.4769_113.3797_0_0_0_0_1_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-5.9, -0.9, -3.5) (0.0, 1.0, 0.0, -0.1)",_,_,"(-3.0, -0.9, -2.2) (0.0, 0.5, 0.0, -0.9)","(-2.7, -0.9, -4.1) (0.0, 1.0, 0.0, -0.1)",_,_,_,_,_,_,"(-8.2, -0.9, -2.0) (0.0, 1.0, 0.0, -0.1)",0,0,0,0,1,0.0,112,1,0
2642891401,0.0,0.0,2.6,1.665,0.0,0.0,2.6,1.541,0.0,0.0,2.67,1.619,0.0,0.0,2.53,1.5,0.0,0.0,2.53,1.6280000000000001,2.8,1.4240000000000002,0.0,0.0,2.67,1.445,0.0,0.0,0.0,0.0,2.87,1.5,0,0,0,144.4627,78.85126,211.7992,91.06367,1.849272,2.477596,50.0,1.849272,0.4604577,50.0,data/screenshots/113_1_0_5_0_50_50_1_0_1.605966_0.4604577_1.849272_2.477596_91.06367_78.85126_211.7992_144.4627_0_0_0_0_0_0_2_1.849272_0_0_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/113_1_0_5_0_50_50_1_0_1.605966_0.4604577_1.849272_2.477596_91.06367_78.85126_211.7992_144.4627_0_0_0_0_0_0_2_1.849272_0_0_6.png,0,6,0,2,5,0,0,"(-5.6, -0.9, -3.3) (0.0, 0.6, 0.0, 0.8)","(-3.2, -0.9, -3.8) (0.0, 0.7, 0.0, -0.7)",_,"(-3.0, -0.9, -2.4) (0.0, 0.9, 0.0, -0.5)","(-5.2, -0.9, -4.6) (0.0, 1.0, 0.0, 0.0)",_,_,_,_,_,"(-4.4, -0.9, 0.0) (0.0, 0.7, 0.0, 0.7)","(-2.9, -0.9, -2.0) (0.0, 0.8, 0.0, 0.6)",0,0,0,0,1,1.605966,113,0,1
