Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
89,data/screenshots/89_0_1_1_0_50_50_1_0_0_2.975511_50_50_206.0016_1000_1000_122.2482_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.975511,50,50,206.0016,1000,1000,122.2482,1,1,0,50,0,50,0,0,2,
90,data/screenshots/90_0_1_2_0_50_50_1_0_0_0.7983715_1.587896_50_227.1367_201.5753_1000_135.3848_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,0.7983715,1.587896,50,227.1367,201.5753,1000,135.3848,1,1,0,50,0,50,0,0,3,
91,data/screenshots/91_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
92,data/screenshots/92_1_0_6_0_50_50_1_0_1.453506_0.8293144_1.19848_1.625062_92.57512_317.627_110.4991_188.96_1_1_0_50_0_0_7.png,1,0,6,0,50,50,1,0,1.453506,0.8293144,1.19848,1.625062,92.57512,317.627,110.4991,188.96,1,1,0,50,0,50,0,0,7,
93,data/screenshots/93_0_1_4_0_50_50_1_0_0_2.785641_2.951262_4.664059_307.4652_316.0176_320.484_127.4771_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.785641,2.951262,4.664059,307.4652,316.0176,320.484,127.4771,1,1,0,50,0,50,0,0,5,
94,data/screenshots/94_0_1_6_0_50_50_1_0_0_1.930534_2.378181_3.484175_63.7314_26.08105_150.9543_92.76086_1_1_0_50_0_0_7.png,0,1,6,0,50,50,1,0,0,1.930534,2.378181,3.484175,63.7314,26.08105,150.9543,92.76086,1,1,0,50,0,50,0,0,7,
95,data/screenshots/95_1_0_2_0_50_50_1_0_1.12747_3.958608_4.167173_50_165.936_136.8432_1000_196.0465_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,1.12747,3.958608,4.167173,50,165.936,136.8432,1000,196.0465,1,1,0,50,0,50,0,0,3,
96,data/screenshots/96_0_1_5_0_50_50_1_0_0_0.878436_2.917342_3.184866_357.2932_162.73_126.3278_290.3397_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,0.878436,2.917342,3.184866,357.2932,162.73,126.3278,290.3397,1,1,0,50,0,50,0,0,6,
97,data/screenshots/97_0_1_2_0_50_50_1_0_0_3.718529_6.131027_50_190.406_163.0272_1000_328.7458_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,3.718529,6.131027,50,190.406,163.0272,1000,328.7458,1,1,0,50,0,50,0,0,3,
98,data/screenshots/98_1_0_4_0_50_50_1_0_2.829401_3.484969_3.899913_5.095322_69.00066_92.47959_95.84789_65.36758_1_1_0_50_0_1_5.png,1,0,4,0,50,50,1,0,2.829401,3.484969,3.899913,5.095322,69.00066,92.47959,95.84789,65.36758,1,1,0,50,0,50,1,0,5,
99,data/screenshots/99_1_0_4_3_0.647146_2.130372_0_0_2.355158_1.661741_2.147337_2.738505_166.3773_197.3967_174.7487_129.1638_0_0_0_50_0_0_5.png,1,0,4,3,0.647146,2.130372,0,0,2.355158,1.661741,2.147337,2.738505,166.3773,197.3967,174.7487,129.1638,0,0,0,50,0,50,0,1,5,
100,data/screenshots/100_0_1_1_3_0.6772742_2.591408_0_1_0_2.042191_2.665078_3.201422_350.1172_14.71887_354.1442_138.9508_1_0_0_50_0_0_4.png,0,1,1,3,0.6772742,2.591408,0,1,0,2.042191,2.665078,3.201422,350.1172,14.71887,354.1442,138.9508,1,0,0,50,0,50,0,0,4,
101,data/screenshots/101_1_0_7_4_0.8069179_0_1_1_1.296644_0.8069179_0.8069181_0.8069181_152_242_332_0_1_1_2_2.938974_0_0_8.png,1,0,7,4,0.8069179,0,1,1,1.296644,0.8069179,0.8069181,0.8069181,152,242,332,0,1,1,2,2.938974,0,50,0,0,8,
102,data/screenshots/102_1_0_4_0_50_50_1_0_0.8130856_1.728215_1.919243_4.394872_264.4639_252.752_133.155_264.4639_1_1_0_50_1_0_6.png,1,0,4,0,50,50,1,0,0.8130856,1.728215,1.919243,4.394872,264.4639,252.752,133.155,264.4639,1,1,0,50,1,2.175997,0,0,6,
103,data/screenshots/103_0_1_4_0_50_50_1_0_0_1.336837_1.791885_3.318224_20.07201_336.4149_325.6278_161.5359_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.336837,1.791885,3.318224,20.07201,336.4149,325.6278,161.5359,1,1,0,50,0,50,0,1,5,
104,data/screenshots/104_1_0_6_3_0.749377_0_1_1_0.6747376_0.7493767_0.749377_0.7493771_43_163_283_0_1_1_0_50_0_0_7.png,1,0,6,3,0.749377,0,1,1,0.6747376,0.7493767,0.749377,0.7493771,43,163,283,0,1,1,0,50,0,50,0,0,7,
105,data/screenshots/105_1_0_5_0_50_50_1_0_2.229822_0.6638309_3.956922_4.238256_293.9828_254.5465_280.9675_358.9828_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.229822,0.6638309,3.956922,4.238256,293.9828,254.5465,280.9675,358.9828,1,1,0,50,0,50,0,0,6,
106,data/screenshots/106_1_0_3_0_50_50_1_0_1.801032_0.851974_4.438762_4.682015_66.82201_289.4881_305.7687_118.8048_1_1_0_50_1_0_5.png,1,0,3,0,50,50,1,0,1.801032,0.851974,4.438762,4.682015,66.82201,289.4881,305.7687,118.8048,1,1,0,50,1,3.03524,0,0,5,
107,data/screenshots/107_0_1_6_3_0.9007972_0_1_1_0_0.9007971_0.9007971_0.9007974_62.99999_183_303_0_1_1_0_50_0_0_7.png,0,1,6,3,0.9007972,0,1,1,0,0.9007971,0.9007971,0.9007974,62.99999,183,303,0,1,1,0,50,0,50,0,0,7,
108,data/screenshots/108_1_0_2_3_0.6451925_1.757976_0_0_0.8088662_1.14698_2.023352_2.260695_188.3703_162.0609_191.643_203.3682_0_0_0_50_0_0_4.png,1,0,2,3,0.6451925,1.757976,0,0,0.8088662,1.14698,2.023352,2.260695,188.3703,162.0609,191.643,203.3682,0,0,0,50,0,50,0,1,4,
109,data/screenshots/109_0_1_5_0_50_50_0_0_0_2.557411_2.746642_2.925703_236.7948_290.2366_259.5963_317.8537_0_0_2_2.557411_0_0_6.png,0,1,5,0,50,50,0,0,0,2.557411,2.746642,2.925703,236.7948,290.2366,259.5963,317.8537,0,0,2,2.557411,0,50,0,1,6,
110,data/screenshots/110_0_1_5_3_0.589767_0_1_1_0_0.589767_0.589767_0.589767_124_244_4_0_1_1_0_50_0_1_6.png,0,1,5,3,0.589767,0,1,1,0,0.589767,0.589767,0.589767,124,244,4,0,1,1,0,50,0,50,1,0,6,
111,data/screenshots/111_0_1_1_3_0.801182_0_1_1_0_0.8011819_0.8011819_0.801182_239_119_359_0_1_1_0_50_0_0_4.png,0,1,1,3,0.801182,0,1,1,0,0.8011819,0.8011819,0.801182,239,119,359,0,1,1,0,50,0,50,0,0,4,
112,data/screenshots/112_0_1_6_0_50_50_1_0_0_0.6289966_2.527616_3.040157_49.81207_264.2764_268.3084_280.8121_1_1_2_2.527616_0_0_7.png,0,1,6,0,50,50,1,0,0,0.6289966,2.527616,3.040157,49.81207,264.2764,268.3084,280.8121,1,1,2,2.527616,0,50,0,0,7,
113,data/screenshots/113_1_0_0_0_50_50_1_0_2.369473_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,1,0,2.369473,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
114,data/screenshots/114_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,2.195329,0,0,2,
115,data/screenshots/115_0_1_5_0_50_50_1_0_0_0.530704_0.6340162_1.206475_35.49417_255.7496_100.442_255.7706_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,0.530704,0.6340162,1.206475,35.49417,255.7496,100.442,255.7706,1,1,0,50,0,50,0,0,6,
116,data/screenshots/116_0_1_6_0_50_50_1_0_0_0.4985994_1.167553_1.353158_14.30979_256.6518_191.7655_146.3359_1_1_0_50_0_2_7.png,0,1,6,0,50,50,1,0,0,0.4985994,1.167553,1.353158,14.30979,256.6518,191.7655,146.3359,1,1,0,50,0,50,2,0,7,
117,data/screenshots/117_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,2.859718,0,0,2,
118,data/screenshots/118_1_0_4_0_50_50_1_0_0.6613212_3.521966_5.764833_50_34.08028_52.86562_1000_213.8719_1_1_0_50_0_2_5.png,1,0,4,0,50,50,1,0,0.6613212,3.521966,5.764833,50,34.08028,52.86562,1000,213.8719,1,1,0,50,0,50,2,1,5,
119,data/screenshots/119_0_1_8_4_0.5418214_0_1_1_0_0.5418215_0.5418215_0.5418215_352_82_172_0_1_1_2_0.8923845_0_0_9.png,0,1,8,4,0.5418214,0,1,1,0,0.5418215,0.5418215,0.5418215,352,82,172,0,1,1,2,0.8923845,0,50,0,0,9,
120,data/screenshots/120_1_0_1_4_0.5095731_2.982015_0_1_1.370066_2.598516_2.699512_3.319155_353.0893_8.572205_353.037_135.241_1_0_0_50_0_0_5.png,1,0,1,4,0.5095731,2.982015,0,1,1.370066,2.598516,2.699512,3.319155,353.0893,8.572205,353.037,135.241,1,0,0,50,0,50,0,1,5,
121,data/screenshots/121_1_0_2_4_0.8672509_2.401864_0_0_0.807937_1.53462_2.551067_2.55621_179.8979_199.8741_160.1676_179.7173_0_0_0_50_0_0_5.png,1,0,2,4,0.8672509,2.401864,0,0,0.807937,1.53462,2.551067,2.55621,179.8979,199.8741,160.1676,179.7173,0,0,0,50,0,50,0,0,5,
122,data/screenshots/122_0_1_3_4_0.7861795_0_1_1_0_0.7861795_0.7861795_0.7861795_22_112_202_0_1_1_0_50_1_2_8.png,0,1,3,4,0.7861795,0,1,1,0,0.7861795,0.7861795,0.7861795,22,112,202,0,1,1,0,50,1,3.413061,2,0,8,
123,data/screenshots/123_0_1_4_0_50_50_1_0_0_2.711163_3.279222_3.737204_336.7236_331.5362_326.4591_143.7237_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.711163,3.279222,3.737204,336.7236,331.5362,326.4591,143.7237,1,1,0,50,0,50,0,0,5,
124,data/screenshots/124_1_0_2_0_50_50_1_0_2.225342_1.475281_3.247768_50_52.22839_9.783859_1000_152.6875_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,2.225342,1.475281,3.247768,50,52.22839,9.783859,1000,152.6875,1,1,0,50,0,50,0,0,3,
125,data/screenshots/125_1_0_6_0_50_50_1_0_2.532382_1.249629_2.296013_3.554507_334.0195_1.540924_345.5781_284.2625_1_1_1_4.211783_1_0_8.png,1,0,6,0,50,50,1,0,2.532382,1.249629,2.296013,3.554507,334.0195,1.540924,345.5781,284.2625,1,1,1,4.211783,1,0.8373203,0,0,8,
126,data/screenshots/126_0_1_7_5_0.521433_3.647537_0_1_0_3.153987_3.371951_3.679684_2.842102_352.7634_8.146194_200.2946_1_0_1_4.193948_0_0_8.png,0,1,7,5,0.521433,3.647537,0,1,0,3.153987,3.371951,3.679684,2.842102,352.7634,8.146194,200.2946,1,0,1,4.193948,0,50,0,0,8,
127,data/screenshots/127_1_0_1_5_0.8781983_2.873496_0_1_1.452503_2.142983_2.316871_3.153892_348.7276_15.12752_344.1097_140.2382_1_0_0_50_1_0_7.png,1,0,1,5,0.8781983,2.873496,0,1,1.452503,2.142983,2.316871,3.153892,348.7276,15.12752,344.1097,140.2382,1,0,0,50,1,3.828911,0,0,7,
128,data/screenshots/128_1_0_8_3_0.7526107_3.470737_0_0_1.316308_1.614466_2.92366_3.196468_227.3528_189.3065_218.9963_279.2715_0_0_0_50_1_2_10.png,1,0,8,3,0.7526107,3.470737,0,0,1.316308,1.614466,2.92366,3.196468,227.3528,189.3065,218.9963,279.2715,0,0,0,50,1,2.241257,2,0,10,
129,data/screenshots/129_1_0_6_0_50_50_0_0_0.9034591_0.9627565_3.505794_3.739132_228.0482_283.9363_179.3922_273.3196_0_0_0_50_0_1_7.png,1,0,6,0,50,50,0,0,0.9034591,0.9627565,3.505794,3.739132,228.0482,283.9363,179.3922,273.3196,0,0,0,50,0,50,1,0,7,
130,data/screenshots/130_0_1_5_0_50_50_0_0_0_2.874607_3.28779_3.399817_10.49387_280.7752_293.7041_195.1576_1_0_0_50_1_0_7.png,0,1,5,0,50,50,0,0,0,2.874607,3.28779,3.399817,10.49387,280.7752,293.7041,195.1576,1,0,0,50,1,2.966549,0,0,7,
131,data/screenshots/131_1_0_0_0_50_50_0_0_0.7943102_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,0.7943102,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
132,data/screenshots/132_0_1_5_4_0.6315316_3.59199_0_0_0_3.097325_3.269052_3.989456_186.7479_170.9161_187.4333_221.9371_0_0_0_50_0_0_6.png,0,1,5,4,0.6315316,3.59199,0,0,0,3.097325,3.269052,3.989456,186.7479,170.9161,187.4333,221.9371,0,0,0,50,0,50,0,0,6,
133,data/screenshots/133_0_1_4_0_50_50_0_0_0_0.8330076_1.089666_1.601482_68.27318_285.3528_281.6191_216.2103_0_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,0.8330076,1.089666,1.601482,68.27318,285.3528,281.6191,216.2103,0,0,0,50,0,50,0,0,5,
134,data/screenshots/134_1_0_3_0_50_50_0_0_2.482269_0.7365502_1.814087_4.50592_227.9646_308.1138_257.003_272.2545_0_0_0_50_1_0_5.png,1,0,3,0,50,50,0,0,2.482269,0.7365502,1.814087,4.50592,227.9646,308.1138,257.003,272.2545,0,0,0,50,1,1.436552,0,0,5,
135,data/screenshots/135_1_0_0_0_50_50_0_0_2.399732_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,2.399732,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
136,data/screenshots/136_0_1_2_0_50_50_0_0_0_1.252003_1.261113_50_30.76947_67.43869_1000_146.1731_1_0_2_1.252003_0_0_3.png,0,1,2,0,50,50,0,0,0,1.252003,1.261113,50,30.76947,67.43869,1000,146.1731,1,0,2,1.252003,0,50,0,0,3,
137,data/screenshots/137_1_0_0_0_50_50_0_0_1.374208_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.374208,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
138,data/screenshots/138_0_1_1_0_50_50_0_0_0_1.832162_50_50_11.77938_1000_1000_209.9525_1_0_0_50_1_0_3.png,0,1,1,0,50,50,0,0,0,1.832162,50,50,11.77938,1000,1000,209.9525,1,0,0,50,1,1.416403,0,0,3,
139,data/screenshots/139_0_1_4_0_50_50_0_0_0_1.498632_1.717991_2.428286_189.4697_88.31648_247.2927_55.42222_0_0_1_2.428286_0_0_5.png,0,1,4,0,50,50,0,0,0,1.498632,1.717991,2.428286,189.4697,88.31648,247.2927,55.42222,0,0,1,2.428286,0,50,0,0,5,
140,data/screenshots/140_1_0_5_0_50_50_0_0_2.028094_3.272741_3.81661_3.944004_328.4273_269.2815_228.1004_209.6725_1_0_0_50_1_0_7.png,1,0,5,0,50,50,0,0,2.028094,3.272741,3.81661,3.944004,328.4273,269.2815,228.1004,209.6725,1,0,0,50,1,3.758977,0,0,7,
141,data/screenshots/141_1_0_3_0_50_50_0_0_0.7620572_0.5639241_1.322567_3.943664_15.96126_201.8771_270.6875_124.3068_1_0_2_0.5639241_1_0_5.png,1,0,3,0,50,50,0,0,0.7620572,0.5639241,1.322567,3.943664,15.96126,201.8771,270.6875,124.3068,1,0,2,0.5639241,1,4.194875,0,0,5,
142,data/screenshots/142_0_1_2_0_50_50_0_0_0_2.141248_50_50_4.007614_1000_1000_318.0406_1_0_1_2.141248_0_1_3.png,0,1,2,0,50,50,0,0,0,2.141248,50,50,4.007614,1000,1000,318.0406,1,0,1,2.141248,0,50,1,1,3,
143,data/screenshots/143_1_0_0_0_50_50_0_0_1.667283_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.667283,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
144,data/screenshots/144_0_1_6_0_50_50_0_0_0_0.609467_0.8000732_1.498191_71.3083_299.5815_177.5111_293.3489_0_0_1_1.498191_0_0_7.png,0,1,6,0,50,50,0,0,0,0.609467,0.8000732,1.498191,71.3083,299.5815,177.5111,293.3489,0,0,1,1.498191,0,50,0,0,7,
145,data/screenshots/145_1_0_2_0_50_50_0_0_2.508124_2.08329_4.099737_50_254.0768_35.46341_1000_320.6286_0_1_0_50_1_0_4.png,1,0,2,0,50,50,0,0,2.508124,2.08329,4.099737,50,254.0768,35.46341,1000,320.6286,0,1,0,50,1,2.219442,0,0,4,
146,data/screenshots/146_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
147,data/screenshots/147_0_1_1_0_50_50_0_0_0_2.286801_50_50_31.47836_1000_1000_38.4935_1_1_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,2.286801,50,50,31.47836,1000,1000,38.4935,1,1,0,50,0,50,0,0,2,
148,data/screenshots/148_0_1_6_0_50_50_0_0_0_1.258181_1.958385_2.391462_56.05316_52.2598_108.6316_325.5467_0_1_0_50_1_0_8.png,0,1,6,0,50,50,0,0,0,1.258181,1.958385,2.391462,56.05316,52.2598,108.6316,325.5467,0,1,0,50,1,1.481538,0,0,8,
149,data/screenshots/149_0_1_2_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_2_4.png,0,1,2,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,0.7073467,2,0,4,
150,data/screenshots/150_1_0_0_0_50_50_0_0_1.765182_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.765182,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
151,data/screenshots/151_1_0_6_0_50_50_0_0_1.165073_1.731251_2.477949_2.527616_260.463_288.9492_22.106_58.21628_0_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,1.165073,1.731251,2.477949,2.527616,260.463,288.9492,22.106,58.21628,0,0,0,50,0,50,0,0,7,
152,data/screenshots/152_0_1_8_0_50_50_0_0_0_0.7079383_2.932462_3.028551_94.8446_50.61981_143.1381_72.06091_0_0_0_50_1_2_10.png,0,1,8,0,50,50,0,0,0,0.7079383,2.932462,3.028551,94.8446,50.61981,143.1381,72.06091,0,0,0,50,1,4.305892,2,0,10,
153,data/screenshots/153_1_0_3_0_50_50_0_0_2.976178_3.845018_50_50_76.68987_1000_1000_246.0443_0_0_0_50_1_2_5.png,1,0,3,0,50,50,0,0,2.976178,3.845018,50,50,76.68987,1000,1000,246.0443,0,0,0,50,1,4.360689,2,0,5,
154,data/screenshots/154_0_1_7_0_50_50_0_0_0_1.021439_1.409635_2.680496_39.17276_56.09868_98.6925_195.2171_1_0_1_1.021439_0_0_8.png,0,1,7,0,50,50,0,0,0,1.021439,1.409635,2.680496,39.17276,56.09868,98.6925,195.2171,1,0,1,1.021439,0,50,0,0,8,
155,data/screenshots/155_0_1_1_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
156,data/screenshots/156_0_1_5_0_50_50_0_0_0_0.8899454_1.39224_1.565525_107.9646_137.1111_94.07224_289.1817_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,0.8899454,1.39224,1.565525,107.9646,137.1111,94.07224,289.1817,0,0,0,50,0,50,0,0,6,
157,data/screenshots/157_1_0_0_0_50_50_0_0_1.488776_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.488776,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,1,1,
158,data/screenshots/158_1_0_4_0_50_50_0_0_1.210864_1.003757_1.080804_3.321708_276.4069_86.58624_180.5401_92.58862_0_0_0_50_0_0_5.png,1,0,4,0,50,50,0,0,1.210864,1.003757,1.080804,3.321708,276.4069,86.58624,180.5401,92.58862,0,0,0,50,0,50,0,0,5,
159,data/screenshots/159_0_1_2_0_50_50_0_0_0_0.6078709_1.495927_50_27.50729_321.7808_1000_52.09592_1_0_1_1.495927_0_0_3.png,0,1,2,0,50,50,0,0,0,0.6078709,1.495927,50,27.50729,321.7808,1000,52.09592,1,0,1,1.495927,0,50,0,1,3,
160,data/screenshots/160_0_1_3_0_50_50_0_0_0_0.9095535_2.690679_3.590611_306.7236_27.28609_66.35449_215.093_0_0_2_0.9095535_0_0_4.png,0,1,3,0,50,50,0,0,0,0.9095535,2.690679,3.590611,306.7236,27.28609,66.35449,215.093,0,0,2,0.9095535,0,50,0,0,4,
161,data/screenshots/161_1_0_6_0_50_50_0_0_1.907706_1.470885_1.648743_1.661236_179.807_204.8307_300.0414_203.8999_0_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,1.907706,1.470885,1.648743,1.661236,179.807,204.8307,300.0414,203.8999,0,0,0,50,0,50,0,0,7,
162,data/screenshots/162_0_1_6_3_0.5444402_2.833597_0_0_0_2.584589_2.624532_3.377691_169.7358_190.5768_179.6405_111.9671_0_0_0_50_0_2_7.png,0,1,6,3,0.5444402,2.833597,0,0,0,2.584589,2.624532,3.377691,169.7358,190.5768,179.6405,111.9671,0,0,0,50,0,50,2,0,7,
163,data/screenshots/163_0_1_5_0_50_50_0_0_0_1.289207_4.571911_5.860209_211.3302_258.7118_226.1794_79.20197_0_0_0_50_0_2_6.png,0,1,5,0,50,50,0,0,0,1.289207,4.571911,5.860209,211.3302,258.7118,226.1794,79.20197,0,0,0,50,0,50,2,0,6,
164,data/screenshots/164_1_0_4_0_50_50_0_0_2.837108_1.416037_1.775642_4.052129_19.0437_112.2241_188.8807_117.2457_1_0_0_50_1_1_6.png,1,0,4,0,50,50,0,0,2.837108,1.416037,1.775642,4.052129,19.0437,112.2241,188.8807,117.2457,1,0,0,50,1,2.923861,1,0,6,
165,data/screenshots/165_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
166,data/screenshots/166_0_1_5_4_0.7017086_0_1_1_0_0.7017086_0.7017086_0.7017086_111_201_291_0_1_1_0_50_0_0_6.png,0,1,5,4,0.7017086,0,1,1,0,0.7017086,0.7017086,0.7017086,111,201,291,0,1,1,0,50,0,50,0,0,6,
167,data/screenshots/167_1_0_2_4_0.5041848_0_1_1_1.032085_0.5041847_0.5041847_0.5041847_53_143_233_0_1_1_0_50_0_0_5.png,1,0,2,4,0.5041848,0,1,1,1.032085,0.5041847,0.5041847,0.5041847,53,143,233,0,1,1,0,50,0,50,0,0,5,
168,data/screenshots/168_0_1_5_0_50_50_1_0_0_1.318337_3.517658_3.723006_28.22841_275.1972_290.3177_55.22842_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,1.318337,3.517658,3.723006,28.22841,275.1972,290.3177,55.22842,1,1,0,50,0,50,0,0,6,
169,data/screenshots/169_1_0_6_0_50_50_1_0_2.567586_1.605982_2.357081_2.737393_167.5942_184.5503_274.0594_331.912_1_1_2_1.605982_0_1_7.png,1,0,6,0,50,50,1,0,2.567586,1.605982,2.357081,2.737393,167.5942,184.5503,274.0594,331.912,1,1,2,1.605982,0,50,1,0,7,
170,data/screenshots/170_0_1_2_0_50_50_1_0_0_2.78226_2.956315_50_14.8985_27.75256_1000_101.7666_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,2.78226,2.956315,50,14.8985,27.75256,1000,101.7666,1,1,0,50,0,50,0,0,3,
171,data/screenshots/171_1_0_6_0_50_50_1_0_2.397447_1.16371_1.561105_1.833455_263.7363_191.7912_232.627_179.5029_1_1_1_1.833455_0_0_7.png,1,0,6,0,50,50,1,0,2.397447,1.16371,1.561105,1.833455,263.7363,191.7912,232.627,179.5029,1,1,1,1.833455,0,50,0,0,7,
172,data/screenshots/172_1_0_5_3_0.5185117_5.433269_0_0_2.439609_4.701679_5.172013_5.20095_192.1275_175.1577_210.2449_115.7743_0_0_0_50_0_0_6.png,1,0,5,3,0.5185117,5.433269,0,0,2.439609,4.701679,5.172013,5.20095,192.1275,175.1577,210.2449,115.7743,0,0,0,50,0,50,0,0,6,
173,data/screenshots/173_0_1_2_3_0.9980018_2.061391_0_0_0_1.240403_2.356278_2.940301_159.5598_204.9844_168.9801_133.8347_0_0_0_50_0_0_4.png,0,1,2,3,0.9980018,2.061391,0,0,0,1.240403,2.356278,2.940301,159.5598,204.9844,168.9801,133.8347,0,0,0,50,0,50,0,0,4,
174,data/screenshots/174_0_1_2_3_0.73806_1.556876_0_0_0_0.9820598_1.334609_1.363197_111.4191_208.2603_151.7032_337.3088_0_1_2_0.9820598_1_0_7.png,0,1,2,3,0.73806,1.556876,0,0,0,0.9820598,1.334609,1.363197,111.4191,208.2603,151.7032,337.3088,0,1,2,0.9820598,1,3.153668,0,0,7,
175,data/screenshots/175_0_1_3_0_50_50_0_0_0_0.7204119_3.3453_3.832305_349.3904_157.2197_287.2287_201.6992_1_0_0_50_1_0_5.png,0,1,3,0,50,50,0,0,0,0.7204119,3.3453,3.832305,349.3904,157.2197,287.2287,201.6992,1,0,0,50,1,2.487033,0,0,5,
176,data/screenshots/176_0_1_5_0_50_50_0_0_0_0.8555483_1.138569_1.376217_172.167_307.543_324.5985_267.7046_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,0.8555483,1.138569,1.376217,172.167,307.543,324.5985,267.7046,0,0,0,50,0,50,0,0,6,
177,data/screenshots/177_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
178,data/screenshots/178_0_1_4_0_50_50_0_0_0_0.5077038_3.585432_3.989154_222.265_199.3254_272.5968_179.4011_0_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,0.5077038,3.585432,3.989154,222.265,199.3254,272.5968,179.4011,0,0,0,50,0,50,0,0,5,
179,data/screenshots/179_0_1_8_4_0.5741146_0_1_1_0_0.5741146_0.5741146_0.5741146_62_152_242_0_1_1_0_50_0_2_9.png,0,1,8,4,0.5741146,0,1,1,0,0.5741146,0.5741146,0.5741146,62,152,242,0,1,1,0,50,0,50,2,1,9,
180,data/screenshots/180_1_0_0_4_0.6372766_0_1_1_2.243659_0.6372766_0.6372766_0.6372766_342_72_162_0_1_1_0_50_1_0_6.png,1,0,0,4,0.6372766,0,1,1,2.243659,0.6372766,0.6372766,0.6372766,342,72,162,0,1,1,0,50,1,1.130733,0,0,6,
